  100125/6000000: episode: 147, duration: 4.360s, episode steps: 511, steps per second: 117, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.386 [0.000, 5.000],  loss: 0.006741, mae: 0.023042, mean_q: 0.034233, mean_eps: 0.979987
 5915885/6000000: episode: 7243, duration: 24.381s, episode steps: 1004, steps per second:  41, episode reward: 29.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.048 [0.000, 5.000],  loss: 0.012876, mae: 2.525549, mean_q: 3.043637, mean_eps: 0.100000
 5916850/6000000: episode: 7244, duration: 20.237s, episode steps: 965, steps per second:  48, episode reward: 27.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.059 [0.000, 5.000],  loss: 0.013128, mae: 2.532480, mean_q: 3.051296, mean_eps: 0.100000
 5918051/6000000: episode: 7245, duration: 26.632s, episode steps: 1201, steps per second:  45, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.276 [0.000, 5.000],  loss: 0.014212, mae: 2.527704, mean_q: 3.045873, mean_eps: 0.100000
 5918870/6000000: episode: 7246, duration: 17.149s, episode steps: 819, steps per second:  48, episode reward: 19.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.504 [0.000, 5.000],  loss: 0.015429, mae: 2.528796, mean_q: 3.047691, mean_eps: 0.100000
 5919804/6000000: episode: 7247, duration: 19.955s, episode steps: 934, steps per second:  47, episode reward: 27.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.186 [0.000, 5.000],  loss: 0.013641, mae: 2.512073, mean_q: 3.027268, mean_eps: 0.100000
 5920883/6000000: episode: 7248, duration: 26.501s, episode steps: 1079, steps per second:  41, episode reward: 29.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.282 [0.000, 5.000],  loss: 0.013443, mae: 2.545855, mean_q: 3.067384, mean_eps: 0.100000
 5922111/6000000: episode: 7249, duration: 27.045s, episode steps: 1228, steps per second:  45, episode reward: 34.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.007 [0.000, 5.000],  loss: 0.013897, mae: 2.541669, mean_q: 3.060769, mean_eps: 0.100000
 5923109/6000000: episode: 7250, duration: 23.225s, episode steps: 998, steps per second:  43, episode reward: 27.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.420 [0.000, 5.000],  loss: 0.013750, mae: 2.524038, mean_q: 3.040749, mean_eps: 0.100000
 5923855/6000000: episode: 7251, duration: 16.142s, episode steps: 746, steps per second:  46, episode reward: 17.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.977 [0.000, 5.000],  loss: 0.013855, mae: 2.534361, mean_q: 3.053708, mean_eps: 0.100000
 5924886/6000000: episode: 7252, duration: 21.201s, episode steps: 1031, steps per second:  49, episode reward: 26.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.094 [0.000, 5.000],  loss: 0.013567, mae: 2.535635, mean_q: 3.054123, mean_eps: 0.100000
 5926104/6000000: episode: 7253, duration: 26.099s, episode steps: 1218, steps per second:  47, episode reward: 32.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.439 [0.000, 5.000],  loss: 0.013730, mae: 2.544844, mean_q: 3.066239, mean_eps: 0.100000
 5927194/6000000: episode: 7254, duration: 22.919s, episode steps: 1090, steps per second:  48, episode reward: 32.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.119 [0.000, 5.000],  loss: 0.013857, mae: 2.558764, mean_q: 3.083886, mean_eps: 0.100000
 5928193/6000000: episode: 7255, duration: 20.910s, episode steps: 999, steps per second:  48, episode reward: 26.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.606 [0.000, 5.000],  loss: 0.012579, mae: 2.537420, mean_q: 3.055247, mean_eps: 0.100000
 5929431/6000000: episode: 7256, duration: 26.154s, episode steps: 1238, steps per second:  47, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.053 [0.000, 5.000],  loss: 0.014568, mae: 2.566723, mean_q: 3.091779, mean_eps: 0.100000
 5930099/6000000: episode: 7257, duration: 14.309s, episode steps: 668, steps per second:  47, episode reward: 17.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.789 [0.000, 5.000],  loss: 0.012816, mae: 2.545699, mean_q: 3.068346, mean_eps: 0.100000
 5930832/6000000: episode: 7258, duration: 15.874s, episode steps: 733, steps per second:  46, episode reward: 22.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.293 [0.000, 5.000],  loss: 0.014857, mae: 2.565476, mean_q: 3.092720, mean_eps: 0.100000
 5931484/6000000: episode: 7259, duration: 15.065s, episode steps: 652, steps per second:  43, episode reward: 17.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.819 [0.000, 5.000],  loss: 0.013559, mae: 2.544545, mean_q: 3.066085, mean_eps: 0.100000
 5932430/6000000: episode: 7260, duration: 21.625s, episode steps: 946, steps per second:  44, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.181 [0.000, 5.000],  loss: 0.013826, mae: 2.549816, mean_q: 3.071868, mean_eps: 0.100000
 5933129/6000000: episode: 7261, duration: 14.844s, episode steps: 699, steps per second:  47, episode reward: 21.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.484 [0.000, 5.000],  loss: 0.014830, mae: 2.569537, mean_q: 3.096376, mean_eps: 0.100000
 5934078/6000000: episode: 7262, duration: 20.375s, episode steps: 949, steps per second:  47, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.016 [0.000, 5.000],  loss: 0.013383, mae: 2.574595, mean_q: 3.101042, mean_eps: 0.100000
 5935162/6000000: episode: 7263, duration: 23.031s, episode steps: 1084, steps per second:  47, episode reward: 26.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.045 [0.000, 5.000],  loss: 0.014558, mae: 2.541997, mean_q: 3.061928, mean_eps: 0.100000
 5936580/6000000: episode: 7264, duration: 29.699s, episode steps: 1418, steps per second:  48, episode reward: 32.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.103 [0.000, 5.000],  loss: 0.014354, mae: 2.542028, mean_q: 3.062575, mean_eps: 0.100000
 5937545/6000000: episode: 7265, duration: 20.889s, episode steps: 965, steps per second:  46, episode reward: 23.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.401 [0.000, 5.000],  loss: 0.013974, mae: 2.565450, mean_q: 3.090986, mean_eps: 0.100000
 5938170/6000000: episode: 7266, duration: 13.834s, episode steps: 625, steps per second:  45, episode reward: 18.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.013998, mae: 2.557061, mean_q: 3.080319, mean_eps: 0.100000
 5939338/6000000: episode: 7267, duration: 26.095s, episode steps: 1168, steps per second:  45, episode reward: 32.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.013594, mae: 2.555480, mean_q: 3.079427, mean_eps: 0.100000
 5940319/6000000: episode: 7268, duration: 22.055s, episode steps: 981, steps per second:  44, episode reward: 24.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.074 [0.000, 5.000],  loss: 0.014997, mae: 2.580902, mean_q: 3.108604, mean_eps: 0.100000
 5940987/6000000: episode: 7269, duration: 13.765s, episode steps: 668, steps per second:  49, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.862 [0.000, 5.000],  loss: 0.013746, mae: 2.574015, mean_q: 3.102102, mean_eps: 0.100000
 5941965/6000000: episode: 7270, duration: 20.186s, episode steps: 978, steps per second:  48, episode reward: 29.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 1.855 [0.000, 5.000],  loss: 0.014620, mae: 2.595823, mean_q: 3.129277, mean_eps: 0.100000
 5942857/6000000: episode: 7271, duration: 19.801s, episode steps: 892, steps per second:  45, episode reward: 20.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.187 [0.000, 5.000],  loss: 0.012953, mae: 2.576784, mean_q: 3.105503, mean_eps: 0.100000
 5944066/6000000: episode: 7272, duration: 25.139s, episode steps: 1209, steps per second:  48, episode reward: 32.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.582 [0.000, 5.000],  loss: 0.013210, mae: 2.564326, mean_q: 3.090043, mean_eps: 0.100000
 5945421/6000000: episode: 7273, duration: 28.239s, episode steps: 1355, steps per second:  48, episode reward: 34.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.893 [0.000, 5.000],  loss: 0.014463, mae: 2.578836, mean_q: 3.106009, mean_eps: 0.100000
 5946758/6000000: episode: 7274, duration: 27.866s, episode steps: 1337, steps per second:  48, episode reward: 34.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.346 [0.000, 5.000],  loss: 0.015250, mae: 2.595418, mean_q: 3.126145, mean_eps: 0.100000
 5947451/6000000: episode: 7275, duration: 15.622s, episode steps: 693, steps per second:  44, episode reward: 20.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.632 [0.000, 5.000],  loss: 0.013528, mae: 2.569780, mean_q: 3.097185, mean_eps: 0.100000
 5948658/6000000: episode: 7276, duration: 28.679s, episode steps: 1207, steps per second:  42, episode reward: 30.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.225 [0.000, 5.000],  loss: 0.012977, mae: 2.580502, mean_q: 3.108826, mean_eps: 0.100000
 5949911/6000000: episode: 7277, duration: 27.247s, episode steps: 1253, steps per second:  46, episode reward: 33.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.658 [0.000, 5.000],  loss: 0.014308, mae: 2.578158, mean_q: 3.105936, mean_eps: 0.100000
 5950750/6000000: episode: 7278, duration: 17.959s, episode steps: 839, steps per second:  47, episode reward: 26.000, mean reward:  0.031 [ 0.000,  1.000], mean action: 2.223 [0.000, 5.000],  loss: 0.013949, mae: 2.571869, mean_q: 3.099001, mean_eps: 0.100000
 5951880/6000000: episode: 7279, duration: 23.280s, episode steps: 1130, steps per second:  49, episode reward: 26.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.775 [0.000, 5.000],  loss: 0.014869, mae: 2.584079, mean_q: 3.114877, mean_eps: 0.100000
 5952797/6000000: episode: 7280, duration: 19.036s, episode steps: 917, steps per second:  48, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.809 [0.000, 5.000],  loss: 0.014376, mae: 2.552712, mean_q: 3.077484, mean_eps: 0.100000
 5953781/6000000: episode: 7281, duration: 21.326s, episode steps: 984, steps per second:  46, episode reward: 28.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.007 [0.000, 5.000],  loss: 0.013604, mae: 2.561253, mean_q: 3.086646, mean_eps: 0.100000
 5955145/6000000: episode: 7282, duration: 30.426s, episode steps: 1364, steps per second:  45, episode reward: 34.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.801 [0.000, 5.000],  loss: 0.014669, mae: 2.581277, mean_q: 3.110828, mean_eps: 0.100000
 5956488/6000000: episode: 7283, duration: 30.449s, episode steps: 1343, steps per second:  44, episode reward: 34.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.048 [0.000, 5.000],  loss: 0.014001, mae: 2.581712, mean_q: 3.111241, mean_eps: 0.100000
 5957450/6000000: episode: 7284, duration: 20.269s, episode steps: 962, steps per second:  47, episode reward: 28.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.428 [0.000, 5.000],  loss: 0.013292, mae: 2.579316, mean_q: 3.107728, mean_eps: 0.100000
 5958271/6000000: episode: 7285, duration: 16.837s, episode steps: 821, steps per second:  49, episode reward: 24.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.205 [0.000, 5.000],  loss: 0.014276, mae: 2.561958, mean_q: 3.087228, mean_eps: 0.100000
 5959497/6000000: episode: 7286, duration: 25.829s, episode steps: 1226, steps per second:  47, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.588 [0.000, 5.000],  loss: 0.014254, mae: 2.579293, mean_q: 3.107947, mean_eps: 0.100000
 5960770/6000000: episode: 7287, duration: 26.647s, episode steps: 1273, steps per second:  48, episode reward: 33.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.033 [0.000, 5.000],  loss: 0.014248, mae: 2.561117, mean_q: 3.085516, mean_eps: 0.100000
 5961858/6000000: episode: 7288, duration: 22.240s, episode steps: 1088, steps per second:  49, episode reward: 31.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.851 [0.000, 5.000],  loss: 0.013588, mae: 2.578633, mean_q: 3.107027, mean_eps: 0.100000
 5963167/6000000: episode: 7289, duration: 26.835s, episode steps: 1309, steps per second:  49, episode reward: 33.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.584 [0.000, 5.000],  loss: 0.015658, mae: 2.589201, mean_q: 3.116895, mean_eps: 0.100000
 5964185/6000000: episode: 7290, duration: 23.522s, episode steps: 1018, steps per second:  43, episode reward: 28.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.293 [0.000, 5.000],  loss: 0.013500, mae: 2.589274, mean_q: 3.120138, mean_eps: 0.100000
 5965575/6000000: episode: 7291, duration: 35.921s, episode steps: 1390, steps per second:  39, episode reward: 33.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.223 [0.000, 5.000],  loss: 0.014868, mae: 2.598261, mean_q: 3.129604, mean_eps: 0.100000
 5966846/6000000: episode: 7292, duration: 28.753s, episode steps: 1271, steps per second:  44, episode reward: 33.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 1.757 [0.000, 5.000],  loss: 0.014090, mae: 2.601596, mean_q: 3.134998, mean_eps: 0.100000
 5967990/6000000: episode: 7293, duration: 24.850s, episode steps: 1144, steps per second:  46, episode reward: 28.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 1.831 [0.000, 5.000],  loss: 0.014144, mae: 2.601704, mean_q: 3.134594, mean_eps: 0.100000
 5969389/6000000: episode: 7294, duration: 29.115s, episode steps: 1399, steps per second:  48, episode reward: 35.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.840 [0.000, 5.000],  loss: 0.013863, mae: 2.588509, mean_q: 3.119571, mean_eps: 0.100000
 5970570/6000000: episode: 7295, duration: 25.783s, episode steps: 1181, steps per second:  46, episode reward: 31.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.104 [0.000, 5.000],  loss: 0.014282, mae: 2.595661, mean_q: 3.127087, mean_eps: 0.100000
 5971501/6000000: episode: 7296, duration: 20.631s, episode steps: 931, steps per second:  45, episode reward: 31.000, mean reward:  0.033 [ 0.000,  1.000], mean action: 2.012 [0.000, 5.000],  loss: 0.014491, mae: 2.595712, mean_q: 3.126995, mean_eps: 0.100000
 5972535/6000000: episode: 7297, duration: 23.019s, episode steps: 1034, steps per second:  45, episode reward: 28.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.936 [0.000, 5.000],  loss: 0.013721, mae: 2.606416, mean_q: 3.141576, mean_eps: 0.100000
 5973304/6000000: episode: 7298, duration: 17.111s, episode steps: 769, steps per second:  45, episode reward: 25.000, mean reward:  0.033 [ 0.000,  1.000], mean action: 1.928 [0.000, 5.000],  loss: 0.013657, mae: 2.605830, mean_q: 3.139554, mean_eps: 0.100000
 5974176/6000000: episode: 7299, duration: 18.428s, episode steps: 872, steps per second:  47, episode reward: 28.000, mean reward:  0.032 [ 0.000,  1.000], mean action: 1.720 [0.000, 5.000],  loss: 0.013912, mae: 2.608983, mean_q: 3.144932, mean_eps: 0.100000
 5975269/6000000: episode: 7300, duration: 23.346s, episode steps: 1093, steps per second:  47, episode reward: 29.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.115 [0.000, 5.000],  loss: 0.012817, mae: 2.616428, mean_q: 3.154373, mean_eps: 0.100000
 5976484/6000000: episode: 7301, duration: 25.485s, episode steps: 1215, steps per second:  48, episode reward: 33.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.197 [0.000, 5.000],  loss: 0.013545, mae: 2.636799, mean_q: 3.177391, mean_eps: 0.100000
 5977593/6000000: episode: 7302, duration: 22.626s, episode steps: 1109, steps per second:  49, episode reward: 30.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.194 [0.000, 5.000],  loss: 0.014460, mae: 2.622820, mean_q: 3.160599, mean_eps: 0.100000
 5978653/6000000: episode: 7303, duration: 22.697s, episode steps: 1060, steps per second:  47, episode reward: 27.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.420 [0.000, 5.000],  loss: 0.014202, mae: 2.619867, mean_q: 3.155974, mean_eps: 0.100000
 5979366/6000000: episode: 7304, duration: 15.347s, episode steps: 713, steps per second:  46, episode reward: 17.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.105 [0.000, 5.000],  loss: 0.014244, mae: 2.616830, mean_q: 3.153762, mean_eps: 0.100000
 5980421/6000000: episode: 7305, duration: 22.976s, episode steps: 1055, steps per second:  46, episode reward: 30.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.692 [0.000, 5.000],  loss: 0.014899, mae: 2.618969, mean_q: 3.155408, mean_eps: 0.100000
 5981506/6000000: episode: 7306, duration: 24.707s, episode steps: 1085, steps per second:  44, episode reward: 31.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.494 [0.000, 5.000],  loss: 0.015413, mae: 2.636937, mean_q: 3.175524, mean_eps: 0.100000
 5982412/6000000: episode: 7307, duration: 20.888s, episode steps: 906, steps per second:  43, episode reward: 26.000, mean reward:  0.029 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.016341, mae: 2.608928, mean_q: 3.140995, mean_eps: 0.100000
 5983338/6000000: episode: 7308, duration: 20.439s, episode steps: 926, steps per second:  45, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.600 [0.000, 5.000],  loss: 0.013637, mae: 2.610272, mean_q: 3.144401, mean_eps: 0.100000
 5984413/6000000: episode: 7309, duration: 22.923s, episode steps: 1075, steps per second:  47, episode reward: 25.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.723 [0.000, 5.000],  loss: 0.014388, mae: 2.600108, mean_q: 3.132320, mean_eps: 0.100000
 5985286/6000000: episode: 7310, duration: 18.353s, episode steps: 873, steps per second:  48, episode reward: 24.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.895 [0.000, 5.000],  loss: 0.013776, mae: 2.605258, mean_q: 3.139535, mean_eps: 0.100000
 5985948/6000000: episode: 7311, duration: 13.974s, episode steps: 662, steps per second:  47, episode reward: 20.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.462 [0.000, 5.000],  loss: 0.013097, mae: 2.622205, mean_q: 3.159049, mean_eps: 0.100000
 5987108/6000000: episode: 7312, duration: 25.928s, episode steps: 1160, steps per second:  45, episode reward: 31.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 1.868 [0.000, 5.000],  loss: 0.013018, mae: 2.584992, mean_q: 3.114808, mean_eps: 0.100000
