Training for 1200000 steps ...
c:\Users\jgilg\anaconda3\envs\miar_rl\lib\site-packages\tensorflow\python\keras\engine\training.py:2424: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
     420/1200000: episode: 1, duration: 1.941s, episode steps: 420, steps per second: 216, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  998963/1200000: episode: 1340, duration: 19.582s, episode steps: 1011, steps per second:  52, episode reward: 17.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.878 [0.000, 5.000],  loss: 0.013636, mae: 2.131621, mean_q: 2.573594, mean_eps: 0.100000
  999753/1200000: episode: 1341, duration: 16.353s, episode steps: 790, steps per second:  48, episode reward: 19.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.227 [0.000, 5.000],  loss: 0.014324, mae: 2.145932, mean_q: 2.591375, mean_eps: 0.100000
 1000243/1200000: episode: 1342, duration: 10.127s, episode steps: 490, steps per second:  48, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.478 [0.000, 5.000],  loss: 0.014198, mae: 2.139660, mean_q: 2.583160, mean_eps: 0.100000
 1000769/1200000: episode: 1343, duration: 12.219s, episode steps: 526, steps per second:  43, episode reward:  9.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.270 [0.000, 5.000],  loss: 0.014267, mae: 2.144623, mean_q: 2.589765, mean_eps: 0.100000
 1001492/1200000: episode: 1344, duration: 16.785s, episode steps: 723, steps per second:  43, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.015699, mae: 2.140660, mean_q: 2.583863, mean_eps: 0.100000
 1002545/1200000: episode: 1345, duration: 21.616s, episode steps: 1053, steps per second:  49, episode reward: 18.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.590 [0.000, 5.000],  loss: 0.013321, mae: 2.162675, mean_q: 2.612608, mean_eps: 0.100000
 1003419/1200000: episode: 1346, duration: 17.908s, episode steps: 874, steps per second:  49, episode reward: 19.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.299 [0.000, 5.000],  loss: 0.014294, mae: 2.169201, mean_q: 2.618781, mean_eps: 0.100000
 1003924/1200000: episode: 1347, duration: 10.879s, episode steps: 505, steps per second:  46, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.701 [0.000, 5.000],  loss: 0.014432, mae: 2.160490, mean_q: 2.609242, mean_eps: 0.100000
 1004988/1200000: episode: 1348, duration: 21.011s, episode steps: 1064, steps per second:  51, episode reward: 23.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.901 [0.000, 5.000],  loss: 0.014344, mae: 2.161145, mean_q: 2.610773, mean_eps: 0.100000
 1005760/1200000: episode: 1349, duration: 14.906s, episode steps: 772, steps per second:  52, episode reward: 15.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.679 [0.000, 5.000],  loss: 0.014590, mae: 2.152298, mean_q: 2.598510, mean_eps: 0.100000
 1006456/1200000: episode: 1350, duration: 14.727s, episode steps: 696, steps per second:  47, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.141 [0.000, 5.000],  loss: 0.015454, mae: 2.172438, mean_q: 2.622023, mean_eps: 0.100000
 1007215/1200000: episode: 1351, duration: 17.969s, episode steps: 759, steps per second:  42, episode reward: 19.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.121 [0.000, 5.000],  loss: 0.013956, mae: 2.175489, mean_q: 2.626119, mean_eps: 0.100000
 1008153/1200000: episode: 1352, duration: 21.125s, episode steps: 938, steps per second:  44, episode reward: 17.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.562 [0.000, 5.000],  loss: 0.015630, mae: 2.159266, mean_q: 2.606114, mean_eps: 0.100000
 1008891/1200000: episode: 1353, duration: 16.258s, episode steps: 738, steps per second:  45, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.977 [0.000, 5.000],  loss: 0.014704, mae: 2.176227, mean_q: 2.626290, mean_eps: 0.100000
 1009608/1200000: episode: 1354, duration: 16.184s, episode steps: 717, steps per second:  44, episode reward: 15.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.873 [0.000, 5.000],  loss: 0.013917, mae: 2.162532, mean_q: 2.610529, mean_eps: 0.100000
 1010528/1200000: episode: 1355, duration: 19.790s, episode steps: 920, steps per second:  46, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.903 [0.000, 5.000],  loss: 0.012782, mae: 2.178680, mean_q: 2.631903, mean_eps: 0.100000
 1011417/1200000: episode: 1356, duration: 18.553s, episode steps: 889, steps per second:  48, episode reward: 21.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.469 [0.000, 5.000],  loss: 0.014480, mae: 2.205146, mean_q: 2.662618, mean_eps: 0.100000
 1012364/1200000: episode: 1357, duration: 20.369s, episode steps: 947, steps per second:  46, episode reward: 15.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.515 [0.000, 5.000],  loss: 0.015318, mae: 2.202797, mean_q: 2.658239, mean_eps: 0.100000
 1013244/1200000: episode: 1358, duration: 18.652s, episode steps: 880, steps per second:  47, episode reward: 22.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.772 [0.000, 5.000],  loss: 0.014340, mae: 2.206084, mean_q: 2.663684, mean_eps: 0.100000
 1013915/1200000: episode: 1359, duration: 13.278s, episode steps: 671, steps per second:  51, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.270 [0.000, 5.000],  loss: 0.013364, mae: 2.192275, mean_q: 2.645737, mean_eps: 0.100000
 1014834/1200000: episode: 1360, duration: 18.619s, episode steps: 919, steps per second:  49, episode reward: 22.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.156 [0.000, 5.000],  loss: 0.014654, mae: 2.200300, mean_q: 2.655489, mean_eps: 0.100000
 1015792/1200000: episode: 1361, duration: 19.791s, episode steps: 958, steps per second:  48, episode reward: 29.000, mean reward:  0.030 [ 0.000,  1.000], mean action: 2.311 [0.000, 5.000],  loss: 0.015801, mae: 2.213390, mean_q: 2.670630, mean_eps: 0.100000
 1016606/1200000: episode: 1362, duration: 17.271s, episode steps: 814, steps per second:  47, episode reward: 21.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.162 [0.000, 5.000],  loss: 0.015414, mae: 2.197692, mean_q: 2.652266, mean_eps: 0.100000
 1017340/1200000: episode: 1363, duration: 15.923s, episode steps: 734, steps per second:  46, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.995 [0.000, 5.000],  loss: 0.014230, mae: 2.203930, mean_q: 2.662201, mean_eps: 0.100000
 1017998/1200000: episode: 1364, duration: 15.982s, episode steps: 658, steps per second:  41, episode reward: 15.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 1.942 [0.000, 5.000],  loss: 0.013208, mae: 2.175750, mean_q: 2.626571, mean_eps: 0.100000
 1019182/1200000: episode: 1365, duration: 28.248s, episode steps: 1184, steps per second:  42, episode reward: 25.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.699 [0.000, 5.000],  loss: 0.017647, mae: 2.198972, mean_q: 2.654946, mean_eps: 0.100000
 1020633/1200000: episode: 1366, duration: 33.934s, episode steps: 1451, steps per second:  43, episode reward: 30.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 1.720 [0.000, 5.000],  loss: 0.014456, mae: 2.206240, mean_q: 2.665851, mean_eps: 0.100000
 1021317/1200000: episode: 1367, duration: 15.272s, episode steps: 684, steps per second:  45, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.968 [0.000, 5.000],  loss: 0.013046, mae: 2.215524, mean_q: 2.676846, mean_eps: 0.100000
 1021774/1200000: episode: 1368, duration: 10.261s, episode steps: 457, steps per second:  45, episode reward:  8.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.947 [0.000, 5.000],  loss: 0.015124, mae: 2.228803, mean_q: 2.692106, mean_eps: 0.100000
 1022509/1200000: episode: 1369, duration: 16.201s, episode steps: 735, steps per second:  45, episode reward: 19.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.052 [0.000, 5.000],  loss: 0.013722, mae: 2.217072, mean_q: 2.678080, mean_eps: 0.100000
 1023196/1200000: episode: 1370, duration: 16.922s, episode steps: 687, steps per second:  41, episode reward: 18.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.243 [0.000, 5.000],  loss: 0.014856, mae: 2.216902, mean_q: 2.676455, mean_eps: 0.100000
 1024132/1200000: episode: 1371, duration: 21.951s, episode steps: 936, steps per second:  43, episode reward: 24.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.078 [0.000, 5.000],  loss: 0.014973, mae: 2.239465, mean_q: 2.704081, mean_eps: 0.100000
 1024817/1200000: episode: 1372, duration: 16.034s, episode steps: 685, steps per second:  43, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.155 [0.000, 5.000],  loss: 0.012035, mae: 2.223428, mean_q: 2.685418, mean_eps: 0.100000
 1025906/1200000: episode: 1373, duration: 24.354s, episode steps: 1089, steps per second:  45, episode reward: 19.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.290 [0.000, 5.000],  loss: 0.015168, mae: 2.219151, mean_q: 2.679663, mean_eps: 0.100000
 1026334/1200000: episode: 1374, duration: 9.747s, episode steps: 428, steps per second:  44, episode reward:  9.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 3.143 [0.000, 5.000],  loss: 0.014215, mae: 2.220235, mean_q: 2.682397, mean_eps: 0.100000
 1027022/1200000: episode: 1375, duration: 14.374s, episode steps: 688, steps per second:  48, episode reward: 13.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.410 [0.000, 5.000],  loss: 0.014568, mae: 2.221129, mean_q: 2.681366, mean_eps: 0.100000
 1027997/1200000: episode: 1376, duration: 20.983s, episode steps: 975, steps per second:  46, episode reward: 20.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.274 [0.000, 5.000],  loss: 0.015316, mae: 2.214024, mean_q: 2.671503, mean_eps: 0.100000
 1028980/1200000: episode: 1377, duration: 22.122s, episode steps: 983, steps per second:  44, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.189 [0.000, 5.000],  loss: 0.013743, mae: 2.209675, mean_q: 2.666811, mean_eps: 0.100000
 1029738/1200000: episode: 1378, duration: 16.058s, episode steps: 758, steps per second:  47, episode reward: 17.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.228 [0.000, 5.000],  loss: 0.017558, mae: 2.236914, mean_q: 2.698392, mean_eps: 0.100000
 1030453/1200000: episode: 1379, duration: 14.914s, episode steps: 715, steps per second:  48, episode reward: 16.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.361 [0.000, 5.000],  loss: 0.015388, mae: 2.222301, mean_q: 2.684187, mean_eps: 0.100000
 1031358/1200000: episode: 1380, duration: 18.730s, episode steps: 905, steps per second:  48, episode reward: 16.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.746 [0.000, 5.000],  loss: 0.015038, mae: 2.262991, mean_q: 2.732219, mean_eps: 0.100000
 1032224/1200000: episode: 1381, duration: 18.709s, episode steps: 866, steps per second:  46, episode reward: 21.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.426 [0.000, 5.000],  loss: 0.013116, mae: 2.247114, mean_q: 2.713719, mean_eps: 0.100000
 1032727/1200000: episode: 1382, duration: 10.807s, episode steps: 503, steps per second:  47, episode reward:  9.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.396 [0.000, 5.000],  loss: 0.014744, mae: 2.243075, mean_q: 2.708406, mean_eps: 0.100000
 1033562/1200000: episode: 1383, duration: 18.093s, episode steps: 835, steps per second:  46, episode reward: 18.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.099 [0.000, 5.000],  loss: 0.014119, mae: 2.264558, mean_q: 2.733495, mean_eps: 0.100000
 1034378/1200000: episode: 1384, duration: 18.535s, episode steps: 816, steps per second:  44, episode reward: 23.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.088 [0.000, 5.000],  loss: 0.015391, mae: 2.246307, mean_q: 2.711637, mean_eps: 0.100000
 1035370/1200000: episode: 1385, duration: 21.015s, episode steps: 992, steps per second:  47, episode reward: 23.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.193 [0.000, 5.000],  loss: 0.014672, mae: 2.273283, mean_q: 2.744045, mean_eps: 0.100000
 1036221/1200000: episode: 1386, duration: 17.464s, episode steps: 851, steps per second:  49, episode reward: 22.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.330 [0.000, 5.000],  loss: 0.015215, mae: 2.247797, mean_q: 2.713651, mean_eps: 0.100000
 1036892/1200000: episode: 1387, duration: 14.841s, episode steps: 671, steps per second:  45, episode reward: 17.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.037 [0.000, 5.000],  loss: 0.014342, mae: 2.256312, mean_q: 2.723820, mean_eps: 0.100000
 1037676/1200000: episode: 1388, duration: 17.173s, episode steps: 784, steps per second:  46, episode reward: 22.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 2.742 [0.000, 5.000],  loss: 0.014965, mae: 2.277539, mean_q: 2.748828, mean_eps: 0.100000
 1038628/1200000: episode: 1389, duration: 20.458s, episode steps: 952, steps per second:  47, episode reward: 26.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.639 [0.000, 5.000],  loss: 0.013121, mae: 2.248262, mean_q: 2.714485, mean_eps: 0.100000
 1039750/1200000: episode: 1390, duration: 26.466s, episode steps: 1122, steps per second:  42, episode reward: 27.000, mean reward:  0.024 [ 0.000,  1.000], mean action: 2.039 [0.000, 5.000],  loss: 0.014920, mae: 2.282095, mean_q: 2.755732, mean_eps: 0.100000
 1040660/1200000: episode: 1391, duration: 20.891s, episode steps: 910, steps per second:  44, episode reward: 21.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.340 [0.000, 5.000],  loss: 0.014331, mae: 2.243448, mean_q: 2.708259, mean_eps: 0.100000
 1041410/1200000: episode: 1392, duration: 17.311s, episode steps: 750, steps per second:  43, episode reward: 21.000, mean reward:  0.028 [ 0.000,  1.000], mean action: 1.969 [0.000, 5.000],  loss: 0.013586, mae: 2.240071, mean_q: 2.705403, mean_eps: 0.100000
 1043078/1200000: episode: 1393, duration: 38.158s, episode steps: 1668, steps per second:  44, episode reward: 32.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.297 [0.000, 5.000],  loss: 0.015778, mae: 2.266184, mean_q: 2.736407, mean_eps: 0.100000
 1044033/1200000: episode: 1394, duration: 19.782s, episode steps: 955, steps per second:  48, episode reward: 26.000, mean reward:  0.027 [ 0.000,  1.000], mean action: 2.494 [0.000, 5.000],  loss: 0.016022, mae: 2.261753, mean_q: 2.730007, mean_eps: 0.100000
 1044945/1200000: episode: 1395, duration: 21.091s, episode steps: 912, steps per second:  43, episode reward: 23.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.246 [0.000, 5.000],  loss: 0.015020, mae: 2.251154, mean_q: 2.717940, mean_eps: 0.100000
 1045927/1200000: episode: 1396, duration: 21.603s, episode steps: 982, steps per second:  45, episode reward: 21.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.145 [0.000, 5.000],  loss: 0.015129, mae: 2.267971, mean_q: 2.736019, mean_eps: 0.100000
 1046895/1200000: episode: 1397, duration: 20.279s, episode steps: 968, steps per second:  48, episode reward: 18.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.806 [0.000, 5.000],  loss: 0.016284, mae: 2.273739, mean_q: 2.743074, mean_eps: 0.100000
 1047830/1200000: episode: 1398, duration: 18.962s, episode steps: 935, steps per second:  49, episode reward: 21.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.172 [0.000, 5.000],  loss: 0.016675, mae: 2.270488, mean_q: 2.739683, mean_eps: 0.100000
 1048625/1200000: episode: 1399, duration: 16.337s, episode steps: 795, steps per second:  49, episode reward: 20.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 2.809 [0.000, 5.000],  loss: 0.014300, mae: 2.265472, mean_q: 2.733862, mean_eps: 0.100000
 1049714/1200000: episode: 1400, duration: 23.379s, episode steps: 1089, steps per second:  47, episode reward: 23.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.085 [0.000, 5.000],  loss: 0.014916, mae: 2.249123, mean_q: 2.715596, mean_eps: 0.100000
 1050388/1200000: episode: 1401, duration: 19.251s, episode steps: 674, steps per second:  35, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.383 [0.000, 5.000],  loss: 0.016915, mae: 2.286763, mean_q: 2.762213, mean_eps: 0.100000
 1051343/1200000: episode: 1402, duration: 24.759s, episode steps: 955, steps per second:  39, episode reward: 22.000, mean reward:  0.023 [ 0.000,  1.000], mean action: 2.172 [0.000, 5.000],  loss: 0.015138, mae: 2.285031, mean_q: 2.758946, mean_eps: 0.100000
 1052034/1200000: episode: 1403, duration: 17.060s, episode steps: 691, steps per second:  41, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.162 [0.000, 5.000],  loss: 0.013558, mae: 2.274587, mean_q: 2.746571, mean_eps: 0.100000
 1052489/1200000: episode: 1404, duration: 11.562s, episode steps: 455, steps per second:  39, episode reward: 10.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 1.765 [0.000, 5.000],  loss: 0.016629, mae: 2.272989, mean_q: 2.743221, mean_eps: 0.100000
 1053495/1200000: episode: 1405, duration: 23.286s, episode steps: 1006, steps per second:  43, episode reward: 19.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 2.056 [0.000, 5.000],  loss: 0.014521, mae: 2.275924, mean_q: 2.747604, mean_eps: 0.100000
 1054468/1200000: episode: 1406, duration: 20.986s, episode steps: 973, steps per second:  46, episode reward: 25.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.436 [0.000, 5.000],  loss: 0.016299, mae: 2.293835, mean_q: 2.767895, mean_eps: 0.100000
 1055542/1200000: episode: 1407, duration: 24.662s, episode steps: 1074, steps per second:  44, episode reward: 28.000, mean reward:  0.026 [ 0.000,  1.000], mean action: 2.138 [0.000, 5.000],  loss: 0.013490, mae: 2.294342, mean_q: 2.770472, mean_eps: 0.100000
 1056603/1200000: episode: 1408, duration: 24.599s, episode steps: 1061, steps per second:  43, episode reward: 27.000, mean reward:  0.025 [ 0.000,  1.000], mean action: 1.988 [0.000, 5.000],  loss: 0.016961, mae: 2.276196, mean_q: 2.747155, mean_eps: 0.100000
 1057214/1200000: episode: 1409, duration: 14.621s, episode steps: 611, steps per second:  42, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.525 [0.000, 5.000],  loss: 0.016078, mae: 2.253007, mean_q: 2.720085, mean_eps: 0.100000
